image_name,xmin,ymin,xmax,ymax,class_id
000802.jpg,1,145,58,266,1
000805.jpg,308,85,375,214,1
000806.jpg,119,275,333,500,1
000806.jpg,1,298,106,500,1
000810.jpg,151,13,498,375,1
000812.jpg,149,33,360,333,1
000814.jpg,59,63,268,500,1
000816.jpg,153,122,309,474,1
000828.jpg,2,178,32,288,1
000828.jpg,26,174,65,291,1
000828.jpg,267,93,361,289,1
000828.jpg,19,146,191,500,1
000828.jpg,157,89,375,500,1
000829.jpg,468,315,492,351,1
000834.jpg,98,245,390,375,1
000843.jpg,351,54,426,304,1
000847.jpg,61,111,296,500,1
000848.jpg,33,109,260,334,1
000848.jpg,309,170,461,334,1
000851.jpg,174,69,302,335,1
000854.jpg,309,158,387,311,1
000854.jpg,262,153,315,308,1
000854.jpg,215,150,269,301,1
000854.jpg,33,176,154,331,1
000859.jpg,269,23,500,313,1
000859.jpg,13,56,327,331,1
000860.jpg,224,35,281,86,1
000860.jpg,298,45,358,115,1
000865.jpg,190,102,337,375,1
000865.jpg,3,129,124,294,1
000874.jpg,2,2,387,332,1
000878.jpg,149,52,259,307,1
000879.jpg,252,132,320,375,1
000885.jpg,11,12,485,456,1
000892.jpg,350,191,427,375,1
000895.jpg,126,71,274,359,1
000895.jpg,25,101,157,343,1
000898.jpg,297,195,351,233,1
000902.jpg,4,2,158,281,1
000903.jpg,41,25,407,366,1
000904.jpg,17,113,165,238,1
000906.jpg,160,159,191,221,1
000906.jpg,397,166,425,205,1
000911.jpg,411,142,456,277,1
000915.jpg,206,71,416,375,1
000915.jpg,94,103,284,264,1
000918.jpg,18,15,333,500,1
000920.jpg,281,67,330,199,1
000926.jpg,1,16,340,500,1
000926.jpg,211,334,241,390,1
000926.jpg,199,309,231,351,1
000926.jpg,174,315,210,360,1
000926.jpg,192,354,226,396,1
000926.jpg,153,354,197,398,1
000926.jpg,126,355,160,401,1
000926.jpg,124,319,163,373,1
000926.jpg,147,320,180,355,1
000943.jpg,234,135,500,316,1
000943.jpg,305,146,426,267,1
000943.jpg,238,147,356,245,1
000943.jpg,223,149,298,223,1
000943.jpg,76,140,146,266,1
000943.jpg,1,69,178,372,1
000943.jpg,330,107,375,159,1
000943.jpg,50,114,101,185,1
000943.jpg,288,110,321,157,1
000948.jpg,198,89,315,353,1
000949.jpg,145,36,328,412,1
000949.jpg,1,48,159,393,1
000967.jpg,419,233,468,372,1
000967.jpg,148,222,205,375,1
000967.jpg,161,241,231,375,1
000967.jpg,12,223,39,330,1
000971.jpg,324,185,344,241,1
000971.jpg,344,190,371,249,1
000971.jpg,364,188,385,246,1
000971.jpg,392,193,410,230,1
000971.jpg,387,156,500,375,1
000971.jpg,72,194,89,240,1
000971.jpg,1,202,34,327,1
000971.jpg,37,211,61,251,1
000971.jpg,19,196,43,272,1
000987.jpg,199,19,390,401,1
000987.jpg,217,15,270,157,1
000987.jpg,393,18,432,162,1
000991.jpg,88,87,235,322,1
000996.jpg,19,6,93,175,1
000999.jpg,2,16,280,500,1
001001.jpg,315,102,427,356,1
001011.jpg,239,3,500,375,1
001014.jpg,86,91,359,375,1
001017.jpg,85,205,199,408,1
001024.jpg,1,30,386,375,1
001028.jpg,52,231,301,500,1
001028.jpg,7,29,406,493,1
001028.jpg,359,164,406,229,1
001028.jpg,306,174,357,232,1
001028.jpg,285,173,321,221,1
001036.jpg,63,186,124,374,1
001036.jpg,1,178,35,373,1
001036.jpg,143,87,228,191,1
001036.jpg,227,5,500,375,1
001036.jpg,110,188,361,375,1
001042.jpg,149,174,220,322,1
001042.jpg,277,163,334,347,1
001042.jpg,362,163,409,336,1
001050.jpg,235,126,297,241,1
001057.jpg,107,94,154,146,1
001060.jpg,157,172,187,232,1
001061.jpg,320,116,489,375,1
001061.jpg,1,1,321,375,1
001064.jpg,140,14,215,128,1
001066.jpg,390,83,460,153,1
001066.jpg,101,20,165,150,1
001071.jpg,72,100,172,323,1
001071.jpg,198,113,287,331,1
001072.jpg,160,170,316,309,1
001079.jpg,188,131,285,261,1
001079.jpg,256,147,375,269,1
001079.jpg,372,146,475,319,1
001079.jpg,121,138,217,283,1
001079.jpg,2,140,144,354,1
001084.jpg,99,101,225,337,1
001091.jpg,390,174,500,357,1
001091.jpg,254,148,426,327,1
001091.jpg,84,167,247,361,1
001097.jpg,1,68,93,334,1
001097.jpg,33,88,189,334,1
001097.jpg,174,191,268,334,1
001097.jpg,260,119,430,333,1
001097.jpg,343,39,500,334,1
001101.jpg,143,61,225,211,1
001101.jpg,2,28,217,332,1
001101.jpg,306,79,401,311,1
001101.jpg,370,82,496,330,1
001109.jpg,274,14,500,333,1
001109.jpg,1,72,302,333,1
001113.jpg,387,47,487,160,1
001113.jpg,395,80,478,339,1
001113.jpg,251,78,406,326,1
001125.jpg,164,149,199,220,1
001125.jpg,302,152,342,312,1
001129.jpg,217,38,500,179,1
001129.jpg,1,51,186,168,1
001137.jpg,174,117,272,333,1
001137.jpg,242,74,347,333,1
001140.jpg,169,64,260,402,1
001145.jpg,114,117,304,416,1
001145.jpg,126,1,241,322,1
001145.jpg,230,433,375,500,1
001147.jpg,19,2,497,333,1
001151.jpg,263,3,428,329,1
001151.jpg,221,1,329,196,1
001152.jpg,200,113,272,336,1
001152.jpg,75,146,146,336,1
001164.jpg,330,121,490,318,1
001164.jpg,6,125,131,326,1
001164.jpg,104,117,180,223,1
001164.jpg,231,104,322,195,1
001168.jpg,1,1,403,375,1
001168.jpg,279,73,500,375,1
001170.jpg,102,114,341,375,1
001170.jpg,318,140,500,375,1
001171.jpg,4,59,66,243,1
001171.jpg,144,85,229,251,1
001171.jpg,290,66,479,331,1
001175.jpg,119,153,367,329,1
001185.jpg,78,78,289,375,1
001186.jpg,154,196,192,270,1
001201.jpg,234,53,315,217,1
001206.jpg,274,1,429,288,1
001212.jpg,107,166,299,329,1
001212.jpg,207,25,355,159,1
001212.jpg,277,67,357,226,1
001212.jpg,375,78,500,370,1
001221.jpg,167,249,197,284,1
001224.jpg,95,78,189,223,1
001224.jpg,206,82,298,248,1
001224.jpg,326,91,433,247,1
001224.jpg,274,87,349,238,1
001224.jpg,104,2,135,79,1
001229.jpg,15,75,429,375,1
001229.jpg,348,157,500,375,1
001234.jpg,70,14,182,443,1
001234.jpg,33,167,190,500,1
001236.jpg,223,28,309,253,1
001240.jpg,1,1,135,374,1
001240.jpg,22,159,427,375,1
001241.jpg,142,19,375,500,1
001241.jpg,1,298,57,500,1
001241.jpg,1,270,17,351,1
001241.jpg,103,45,117,71,1
001248.jpg,1,59,68,292,1
001248.jpg,236,29,277,269,1
001248.jpg,281,61,346,305,1
001248.jpg,331,45,372,304,1
001248.jpg,353,21,429,333,1
001248.jpg,397,20,497,345,1
001248.jpg,135,230,178,278,1
001248.jpg,75,238,121,281,1
001254.jpg,263,41,331,229,1
001259.jpg,220,152,282,310,1
001259.jpg,190,155,242,307,1
001265.jpg,8,44,313,469,1
001266.jpg,128,22,315,332,1
001266.jpg,281,2,500,332,1
001269.jpg,108,92,389,333,1
001272.jpg,103,22,469,414,1
001279.jpg,39,32,216,450,1
001279.jpg,121,224,264,441,1
001279.jpg,24,165,373,500,1
001284.jpg,135,123,235,375,1
001284.jpg,238,115,376,304,1
001284.jpg,276,117,426,360,1
001284.jpg,301,114,500,375,1
001284.jpg,1,114,126,375,1
001284.jpg,419,90,448,139,1
001287.jpg,178,103,500,401,1
001292.jpg,61,63,308,338,1
001298.jpg,313,60,432,193,1
001298.jpg,193,167,324,280,1
001298.jpg,107,107,208,262,1
001304.jpg,143,184,175,264,1
001309.jpg,92,26,253,486,1
001310.jpg,263,90,381,326,1
001310.jpg,67,110,104,199,1
001310.jpg,19,132,43,166,1
001311.jpg,463,67,495,154,1
001311.jpg,431,75,468,171,1
001311.jpg,333,79,387,201,1
001311.jpg,187,106,291,293,1
001311.jpg,27,61,163,280,1
001315.jpg,42,51,237,334,1
001325.jpg,222,119,270,176,1
001327.jpg,1,54,226,500,1
001330.jpg,140,159,172,287,1
001333.jpg,189,127,215,197,1
001333.jpg,155,139,202,196,1
001337.jpg,77,93,237,313,1
001346.jpg,220,4,447,229,1
001346.jpg,7,1,262,228,1
001350.jpg,111,114,264,375,1
001350.jpg,245,152,356,375,1
001350.jpg,307,114,462,372,1
001350.jpg,168,143,335,375,1
001352.jpg,159,114,183,161,1
001352.jpg,13,150,30,175,1
001352.jpg,44,159,71,214,1
001352.jpg,65,165,107,216,1
001352.jpg,135,154,168,232,1
001352.jpg,204,184,232,275,1
001352.jpg,233,176,281,275,1
001352.jpg,211,147,238,214,1
001352.jpg,248,139,264,195,1
001352.jpg,270,142,283,199,1
001352.jpg,279,147,302,204,1
001352.jpg,305,147,327,199,1
001352.jpg,330,137,344,197,1
001352.jpg,341,147,358,200,1
001352.jpg,350,157,370,246,1
001352.jpg,389,151,415,225,1
001352.jpg,377,141,390,207,1
001352.jpg,415,158,432,260,1
001352.jpg,421,141,438,183,1
001352.jpg,444,139,461,166,1
001352.jpg,472,156,496,185,1
001352.jpg,482,185,500,275,1
001352.jpg,429,187,486,275,1
001352.jpg,332,244,377,276,1
001362.jpg,33,32,333,500,1
001388.jpg,61,9,432,400,1
001390.jpg,196,55,228,184,1
001390.jpg,70,55,114,230,1
001390.jpg,235,62,281,187,1
001390.jpg,269,57,319,202,1
001393.jpg,289,140,480,375,1
001393.jpg,291,130,400,355,1
001393.jpg,197,124,285,199,1
001393.jpg,15,131,133,375,1
001393.jpg,134,180,250,375,1
001405.jpg,135,89,271,453,1
001406.jpg,1,36,417,303,1
001408.jpg,56,107,230,387,1
001408.jpg,210,1,333,108,1
001408.jpg,84,87,333,366,1
001409.jpg,298,93,325,122,1
001409.jpg,348,92,395,123,1
001414.jpg,15,87,43,196,1
001414.jpg,324,84,362,130,1
001414.jpg,475,93,500,234,1
001420.jpg,281,80,364,268,1
001421.jpg,189,1,372,438,1
001421.jpg,116,181,374,476,1
001426.jpg,3,3,222,498,1
001427.jpg,229,58,319,266,1
001427.jpg,159,114,267,297,1
001430.jpg,100,154,235,286,1
001430.jpg,211,146,303,352,1
001430.jpg,245,154,398,374,1
001434.jpg,445,271,466,327,1
001434.jpg,427,268,449,324,1
001445.jpg,488,160,500,217,1
001445.jpg,465,164,484,217,1
001450.jpg,183,70,330,253,1
001451.jpg,242,119,386,244,1
001451.jpg,97,101,221,251,1
001455.jpg,147,124,300,345,1
001455.jpg,51,125,92,187,1
001455.jpg,100,122,153,182,1
001460.jpg,138,68,225,242,1
001472.jpg,43,58,75,128,1
001472.jpg,458,65,474,99,1
001472.jpg,439,61,458,99,1
001472.jpg,284,56,304,102,1
001472.jpg,106,61,125,110,1
001472.jpg,172,60,185,101,1
001475.jpg,235,79,438,354,1
001479.jpg,144,88,500,375,1
001480.jpg,125,3,279,185,1
001480.jpg,138,31,329,251,1
001480.jpg,173,63,432,341,1
001485.jpg,109,33,251,299,1
001485.jpg,45,183,169,333,1
001493.jpg,389,77,475,287,1
001493.jpg,424,90,500,375,1
001493.jpg,183,82,312,375,1
001493.jpg,35,33,222,375,1
001498.jpg,51,14,359,500,1
001499.jpg,212,223,238,300,1
001501.jpg,330,148,376,244,1
001504.jpg,146,422,161,484,1
001504.jpg,190,420,212,489,1
001504.jpg,259,422,281,493,1
001509.jpg,139,279,179,366,1
001510.jpg,149,55,220,241,1
001514.jpg,12,52,312,333,1
001514.jpg,219,131,467,332,1
001521.jpg,45,396,188,500,1
001521.jpg,134,131,230,462,1
001523.jpg,285,99,441,372,1
001524.jpg,139,84,205,212,1
001524.jpg,281,70,339,210,1
001526.jpg,3,18,114,298,1
001526.jpg,109,51,214,297,1
001526.jpg,212,35,316,297,1
001526.jpg,289,33,387,297,1
001526.jpg,381,15,500,297,1
001531.jpg,279,63,463,375,1
001531.jpg,103,60,225,375,1
001532.jpg,226,130,262,196,1
001532.jpg,296,159,317,205,1
001536.jpg,112,172,309,281,1
001537.jpg,414,87,500,243,1
001537.jpg,104,16,367,332,1
001544.jpg,1,1,440,375,1
001548.jpg,133,145,287,328,1
001554.jpg,26,20,231,330,1
001557.jpg,399,79,421,125,1
001561.jpg,205,97,355,375,1
001561.jpg,188,163,217,236,1
001563.jpg,344,110,446,273,1
001563.jpg,262,86,360,199,1
001563.jpg,130,125,200,202,1
001563.jpg,212,131,288,202,1
001563.jpg,5,110,132,333,1
001571.jpg,150,2,481,330,1
001571.jpg,113,7,256,331,1
001571.jpg,103,1,253,242,1
001577.jpg,79,1,225,177,1
001577.jpg,268,33,316,74,1
001577.jpg,313,12,363,108,1
001577.jpg,362,3,427,124,1
001577.jpg,424,36,456,76,1
001579.jpg,114,135,269,406,1
001579.jpg,1,157,128,479,1
001580.jpg,209,67,433,341,1
001580.jpg,3,96,189,337,1
001586.jpg,211,40,331,237,1
001593.jpg,125,128,276,433,1
001593.jpg,195,336,382,500,1
001593.jpg,264,259,339,355,1
001593.jpg,315,242,412,424,1
001593.jpg,17,238,128,410,1
001594.jpg,335,93,400,218,1
001603.jpg,320,125,383,199,1
001603.jpg,371,45,422,108,1
001608.jpg,3,1,500,375,1
001611.jpg,159,213,292,500,1
001611.jpg,158,171,425,500,1
001617.jpg,192,100,348,265,1
001617.jpg,320,67,493,279,1
001617.jpg,343,4,416,100,1
001617.jpg,170,56,271,159,1
001622.jpg,200,238,247,391,1
001622.jpg,139,252,153,291,1
001627.jpg,104,7,280,475,1
001628.jpg,200,55,320,217,1
001630.jpg,26,14,54,114,1
001630.jpg,190,27,268,214,1
001630.jpg,74,95,200,358,1
001630.jpg,155,196,343,500,1
001630.jpg,333,32,373,255,1
001640.jpg,413,39,441,131,1
001649.jpg,12,53,438,499,1
001651.jpg,63,121,342,500,1
001654.jpg,274,100,402,275,1
001654.jpg,145,66,284,266,1
001654.jpg,28,121,85,214,1
001654.jpg,117,131,167,259,1
001678.jpg,107,192,256,333,1
001682.jpg,3,86,372,333,1
001682.jpg,34,11,500,330,1
001686.jpg,112,168,206,500,1
001689.jpg,122,86,227,376,1
001689.jpg,1,183,203,500,1
001690.jpg,333,55,405,286,1
001691.jpg,455,23,480,99,1
001691.jpg,323,29,349,98,1
001691.jpg,233,32,258,85,1
001691.jpg,207,29,230,82,1
001691.jpg,190,46,208,82,1
001691.jpg,130,32,153,66,1
001691.jpg,59,27,79,65,1
001691.jpg,77,18,97,64,1
